User|Tweet
HannahMeloche|@melochebaby i love you :,)
HannahMeloche|@ilymeloche spooky szn.
HannahMeloche|"don't lie you've said ""spooky szn"" at least once in the past 3 days"
HannahMeloche|customer parking only - straight up (ya dig?) https://t.co/rx9cOBjXse
HannahMeloche|i love california... i forgot how much i loved it here
HannahMeloche|@emmasscrunchie don’t hate yourself WHAT!!! you’re beautiful baby take off that filter even too!!!
HannahMeloche|@emmasscrunchie i needed to add church hahaha bc i’m going in 3 hours but the hw one was all you guys i just can’t relate 🤓
HannahMeloche|@ilymeloche pls forgive me i needed to add some
HannahMeloche|@chaambie i had to add some.
HannahMeloche|it’s sunday you’re either sleeping, on ur phone, watching football, eating, @ church, or procrastinating hw
HannahMeloche|@chambiesbae college 😩
HannahMeloche|caspar the ghost was my date to homecoming https://t.co/X1RsDOdguu
HannahMeloche|@chambieswhore what if i don’t want to be an adult
HannahMeloche|@tacodolann sowwy baby
HannahMeloche|@ilymeloche NOOOO
HannahMeloche|"i refuse to leave my teens

i hate thinking about growing up this is ridiculous"
HannahMeloche|@elliesmeloche ugh ily thank you baby but you guys mean so much to me. being sick sucks idk how i got sick for a fu… https://t.co/CYx29B7pM7
HannahMeloche|social media is something you really have to limit yourself with
HannahMeloche|i’m overwhelmed i have so many videos i want to post and would love and editor to help me out... but at the same ti… https://t.co/5qVrneVsSw
HannahMeloche|aquaphor is love aquaphor is life
HannahMeloche|@lucysmeloche ... this is awkward.
HannahMeloche|@sosbailey this is so sweet :,))) i love you all
HannahMeloche|brain atm: 🍂☕️🕷🕸🍯🍁🌙📺🎃
HannahMeloche|i lost my voice and the past 3 days have been the longest game of charades ever
HannahMeloche|https://t.co/pPHbiENLSu
HannahMeloche|this will always be my favorite song https://t.co/Vz7yrbocHV
HannahMeloche|@chaambie @emmachamberlain @EllieThumann so beautiful :,)
HannahMeloche|@positivehannahh i am starting to feel a bit better! i just can’t talk at all :( i want to be productive and go mak… https://t.co/3Q8YIx2t3V
HannahMeloche|@eyilish i just had one last night i think it’s cause i’m pretty sick
HannahMeloche|@byechambie i’m so sorry baby :(
HannahMeloche|@internetvirgo same :(((
HannahMeloche|@shakingseaveyy happy birthday baby!
HannahMeloche|anyone else ever have nightmares so bad you have to get up in the middle of the night and go check on everyone in t… https://t.co/qEBTGuRYp8
HannahMeloche|1 million subscribers... a milestone i’ve only dreamed of hitting. thank you guys for supporting me through it all. i love you ❤️
HannahMeloche|@sosbailey yes!!
HannahMeloche|@ilymeloche perspective bae
HannahMeloche|@chambieswhore hey i feel like you can make any day good
HannahMeloche|@byechambie that is not correct
HannahMeloche|@chaambie i am a wise 17 year old. say the day will be good.
HannahMeloche|@graysonskiwii science.
HannahMeloche|how will the day be good if you say it won’t be good
HannahMeloche|1 million on the gram? you guys are crazy cool thanks for wanting to keep up with my life :,) i love you all
HannahMeloche|@emmachambiex i stan you
HannahMeloche|@goldengirdies i’m weak where did you find this i don’t even think i’ve ever seen this pic
HannahMeloche|@emmasscrunchie waiting for my oscar award or whateva
HannahMeloche|@chambieheart I LOVE YOU MORE
HannahMeloche|@chambiesethan how the... respect.
HannahMeloche|@runtogirdies hmm.
HannahMeloche|@slutchambie i see you too girl
HannahMeloche|@chaambie exotic baddie
HannahMeloche|@tanaxchambie i feel good honestly my throat just kills 😜 thanks tho baby
HannahMeloche|@chambiees thank you
HannahMeloche|sometimes you just need a good cry
HannahMeloche|@chambiegod :,) beautiful girl
HannahMeloche|@melochegem @ilymeloche walter you king i love you
HannahMeloche|@emmachamberIan how i’m jealous. i like it at times but i get #sick of it
HannahMeloche|@tearIefts um excuse me missy i love you too
HannahMeloche|@ilymeloche RORY I LOVE YOU
HannahMeloche|@hannuhmeloche okay ME.
HannahMeloche|new improved fall idea: have the leaves turn colors, maybe turn it down to 68 degrees, 2 cloudy days a week &amp; the rest are sunny 🤤
HannahMeloche|@ilymeloche these tweets are making me so much happier. i just needed to really talk to you guys. i will still take the hug tho 😘
HannahMeloche|@ready4lovato thank you so much. i’m so sorry you can’t order it baby :,(
HannahMeloche|@gabbyp2003 thank you so much. and hey i love the bucket hat idea!!
HannahMeloche|@cheronipaz i genuinely care so much about what you guys think this was such a shock and i needed to talk about it
HannahMeloche|@chambiesphilz i love you so much thank you
HannahMeloche|@positivehannahh EARLY OCTOBER I WANT IT TO COME SOONER THO
HannahMeloche|my only intention was to create jewelry with a positive meaning that you could wear on the daily. i really hope thi… https://t.co/qnHYCsWEB3
HannahMeloche|"merch = dropped 

https://t.co/2rE9vfrhAD https://t.co/SqJSRGnOnJ"
HannahMeloche|it’s so satisfying to check things off your checklist
HannahMeloche|buy your boyfriend clothes that will look good on you too so you can eventually steal it back 😜
HannahMeloche|you’re. so. cute.
HannahMeloche|@regal_beagle_10 it’s going very well 🤓 thanks lovie
HannahMeloche|@Brandonwoelfel wanna airdrop me a latte
HannahMeloche|so what do you do if you’re tired but aren’t in the mood to take a nap
HannahMeloche|"“sierra burgess is a loser” comes out tomorrow ...
you already know my friday night plans"
HannahMeloche|alexa how can i travel without spending money or missing school
HannahMeloche|"im so relieved. now that i have my “first day of senior year” video up i can finally drop out 😎

https://t.co/KROOOSvzAS
jk obviously🤪"
HannahMeloche|is it sad when your dying plants see you drinking water?
HannahMeloche|i really wanna eat healthy all the time and then i get hungry and forget how to do it
HannahMeloche|"september 1st! 
happy halloween!!!"
HannahMeloche|i sleep like a baby when there’s thunder storms
HannahMeloche|"thank you for 900k on my main channel
and 500k on my vlog channel.
those numbers are amazing, but you guys mean so… https://t.co/EWUANHnlkm"
HannahMeloche|always hold onto the people like sunshine
HannahMeloche|i manage to sleep through or unknowingly press snooze on every alarm even when i get good sleep?
HannahMeloche|@emmasscrunchie they didn’t let me!!! i was furious. they said the fishy lips were “fine” so i took what i could get
HannahMeloche|i did fishy lips for my school id picture... how silly is that i mean. come on 🤣 https://t.co/Z8tBKT1Opp
HannahMeloche|"the workout you have to force yourself to do in order to get back on the workout grind is... absolute. torture.
i- good luck charlie"
HannahMeloche|the first day of school was the longest day ever... my senioritis is already horrible :)))
HannahMeloche|"so turns out i get home at 3am
i have to wake up at 6am for school...
do i pull an all nighter?
then vlog my first day of school?"
HannahMeloche|@chaambie no... unfortunately
HannahMeloche|"right from fiji 
to a 20 hour travel day
then to bed
and at 6am i wake up for the first day of senior year 😝"
HannahMeloche|sometimes i get so happy and then get worried... is this my peak? cause idk how i can get any happier
HannahMeloche|mood for the last 2 days of summer https://t.co/d3Jlma7yzf
HannahMeloche|i wonder what the actual fiji water will taste like 😝
HannahMeloche|now that i’m thinking about it whenever someone told me “cry a river, build a bridge, and get over it” ... i honest… https://t.co/G8R9KmvsqO
HannahMeloche|i’ve been working on it for SO long but it’s finally perfect and it’s coming early september so get ready 😝 https://t.co/vAOVTNCiMT
HannahMeloche|@chaambie i’m on it
HannahMeloche|@emmachambiex yes 😌
HannahMeloche|i hope you’re smiling today
HannahMeloche|@chambiethan ME hahahaha
HannahMeloche|if you say “up to you” after i ask for your opinion... thank you for being so nice and allowing me to make my own c… https://t.co/bwJ9wvEQqX
HannahMeloche|@personalgirdies me being nervous and not knowing how to take a compliment LOL
HannahMeloche|i get so smiley when my friends hype me up https://t.co/rsfALOFPGY
HannahMeloche|i love nothing more than traveling and spending time with friends but i always manage to get homesick and miss my family
HannahMeloche|why say believin’ when you can say believen 😎 https://t.co/K1UAJq18ga
HannahMeloche|and don’t chu eva stop believen.
HannahMeloche|"if a main character dies in a movie and i break down it’s...
90% i’m thinking about the amount of pain i would be i… https://t.co/6zy5gCPLsp"
HannahMeloche|when u have tea but can’t say 💩 because you promised to keep it a secret 🙈🙉 https://t.co/9sxlRSaDBu
HannahMeloche|you, me, and jack johnson’s curious george album 🐒
HannahMeloche|is this what they do for fun in indiana? https://t.co/Naq0WW0lHN
HannahMeloche|be the person you needed when you were younger
HannahMeloche|@spidermnds literally me
HannahMeloche|"i’m the kind of friend you want bc
1. i hype you up
2. i’m constantly laughing at your jokes or trying to make you… https://t.co/RW7E0afctI"
HannahMeloche|sometimes i swear i’m surrounded by angels
HannahMeloche|"thank you for 100k on here 😌
you all r fun to talk to. i respect u ❤️

and love you i guess 😝"
HannahMeloche|@Brandonwoelfel i was terrified... the pictures will make up for it 😌🙈
HannahMeloche|"rt if life is good and God is great

amen to that one sister

father sun holy spirit"
HannahMeloche|should coffee stains become a trend? because i always spill coffee on myself... would just be convenient
HannahMeloche|high waisted pants are the best thing that's ever happened to me
HannahMeloche|i was home alone last night... not even my dogs were here. and i was afraid i was gonna get #murdered but i am… https://t.co/zSL8SwQ5av
HannahMeloche|@toxicchambie @sunshinegirdies @delirioussdolan i still dig you even when you’re making a silly face. beautiful pri… https://t.co/HizgthoHp7
HannahMeloche|@sunshinegirdies @delirioussdolan you are so beautiful!!!
HannahMeloche|@chaambie like what happens when it goes in the year book? they’re definitely cropping it out 😎
HannahMeloche|@EllieThumann i love you both so much wish i could be there but SEE YOU SOON HEHEHE 😘
HannahMeloche|"oh no if you put your logo on somebody’s senior pic you took 
“_______ photography” on the bottom corner pls let th… https://t.co/FfTfXvOEQy"
HannahMeloche|you were not born in the wrong decade sis... put your phone away, be a retro queen and go live your life however you want
HannahMeloche|@EthanNeer duh?? bring it on
HannahMeloche|@Jacob_Hoexum26 do not expose me like that. it wasn’t a good time. i have to delete my twitter now. https://t.co/J1ID5AvDx3
HannahMeloche|@lilmoopsmami maybe. BUT LETS BRING MARIO KART BACK BABY! FORGET FORTNITE!!!
HannahMeloche|i am an absolute beast at mario kart please come test me i beg of you. this is the one video game i am good at let me prove myself
HannahMeloche|@beautvchickee why did i know everyone was going to reply with this
HannahMeloche|i have yet to meet a single person who claims they are bad at mario kart
HannahMeloche|https://t.co/TMFqMh5cdF
HannahMeloche|hey i’m trying to make a good impression on the grandparents 🤷🏽‍♀️ https://t.co/zMT603dQgY
HannahMeloche|"IM SO HAPPY
have an amazing day life is great"
HannahMeloche|@toxicchambie @ilymeloche oh dang :/ i’ll keep trying queen
HannahMeloche|@ilymeloche oh i’m totally i thought it would be a funny tweet 🤪
HannahMeloche|@EllieThumann @emmachambiex recently been scared to admit i love mamma mia too.
HannahMeloche|hahahahahahahahahahahahahaha hahahahahahahahahahahahahaha hahahahahahahahahimsosensativehahahahahahahahahahahahahah… https://t.co/q0DX2BsNHK
HannahMeloche|God is REALLY testing me when my sister comes mobbin over to me wearing my clothes that she NEVER asked to wear
HannahMeloche|@EllieThumann sis you still at the gym? i replied?
HannahMeloche|enjoy your last night of july :,)
HannahMeloche|frick yeah 😝 https://t.co/KpadS3f0Qb
HannahMeloche|"treat yourself good
you deserve the best"
HannahMeloche|@girdturds beauty queen
HannahMeloche|@ilymeloche beautiful. absolutely beautiful! happy meloche monday love
HannahMeloche|@emmachambie i’m sorry.... get your puppy then come visit and our puppies can be besties
HannahMeloche|"mom: we can look but we are NOT getting a puppy

*30 minutes later*

... MEET TOBY 😍😭 https://t.co/RUkYBnhG87"
HannahMeloche|@lovelyethma YOURE WRONG! never disappointed
HannahMeloche|"me: guys i had the weirdest dream last night 

my whole family: 

me: okay so-"
HannahMeloche|@ilymeloche I LOVE YOU SO MUCH
HannahMeloche|@lovelyethma bet 😎
HannahMeloche|@chambieslut but i do love you shishtar. i just checked my dms from you and i see no tweets 😎 savage mode!!!
HannahMeloche|if you send me funny tweets without me having to ask i will love you forever
HannahMeloche|@snapinhannah HOW COULD I FORGET THE DINER AND THE DRIVE IN MOVIE??
HannahMeloche|oh and right next to the sunflower field, a colorful wall, and next to that, a coffee shop where they ask you “the… https://t.co/b78Vs4nYQL
HannahMeloche|every insta obsessed girls dream is to live near a sunflower field and you know it’s true
HannahMeloche|remember when you would watch AFV (america’s funniest home videos) with your family and it would hit 9pm and would… https://t.co/jl0yVFNtLB
HannahMeloche|@lennonandmaisy @lennonstella i’m obsessed this is beautiful
HannahMeloche|@EllieThumann it’s only up from here baby
HannahMeloche|@jamescharles @emmachambie HAHAHAHA THIS MADE MY NIGHT
HannahMeloche|my tweet drafts are so personal I think I would get embarrassed reading them to my dog
HannahMeloche|@EllieThumann Silly me trix are for kids!
HannahMeloche|@chambieswhore It’s 1 am I set my alaRm for 9 goodnight everyone love and appreciate anyone reading this 💋
HannahMeloche|@chambieswhore I haven’t been getting good sleep you’re right. Bed time is early tonight
HannahMeloche|"today while driving I...

1. almost came to a complete stop at a green light?

and

2. I had a panic attack and tho… https://t.co/4kWZdNTLq3"
HannahMeloche|"my sleep schedule 97% of the time:

stay up late
wake up early"
HannahMeloche|"my boyfriend spent $20 on this shark skin for fortnite...

then told me if I tweeted this I have to buy him a new s… https://t.co/wVpa3v4WUJ"
HannahMeloche|@emmachambiex I laughed. I followed.
HannahMeloche|"Everyone has things to do.
Yes you’re “busy” but everyone is.
It’s about who and what you prioritize"
HannahMeloche|@ayyashleyy97 Oye I wish you would have love! I promise i’m nice 😊 hope you had fun though!
HannahMeloche|@wendell_theresa we cute or whateva 😝
HannahMeloche|seeing little kids ride the roller coaster i’m terrified to ride shames me into riding them
HannahMeloche|@tbhbyron no no no I would be running the other way
HannahMeloche|Why do I feel like I’m the kind of girl a ghost would haunt
HannahMeloche|@avajules_ AMEN
HannahMeloche|@EllieThumann been there since 1,000 ❤️ I love you best friend so proud
HannahMeloche|you’re lying if you say you’ve never used the “it’s okay we’ll miss the previews” excuse for being late to a movie
HannahMeloche|@lovelyethma @EllieThumann IM SO WEAK HAHAHAHA YES
HannahMeloche|@EllieThumann I’m so concerned for me too. Didn’t even have time to milk the cows this morning.
HannahMeloche|@swcctcncr @emmachambie Baby I’m confused I think Emma’s an only child
HannahMeloche|@chaambie it’s my bathroom and they just mob in and leave the seat up :,((( life is so hard.
HannahMeloche|"If my brothers leave the toilet seat up one more time im-

going to fall in the toilet just put the seat back down… https://t.co/TujDgQgZ1w"
HannahMeloche|"it was supposed to be coffee time but we spilt the tea 

https://t.co/AUOsREWFac"
HannahMeloche|I slept in until 11 I don’t know what to do with myself
HannahMeloche|Thinking back to 3 months ago and wow it’s crazy how fast time can change things
HannahMeloche|I keep seeing this on my time line so I thought I would make a quirky version 🤣
HannahMeloche|"rt if you breath oxygen
fav if you drink H20

(proving a point)"
HannahMeloche|I love baseball games... not so much the game itself but just the vibrations of baseball games ya feel
HannahMeloche|@emmachambie IM SO BORED. DO I JUST FLY BACK TO LA ALREADY??
HannahMeloche|Is it just me or do phones charge faster in the car
HannahMeloche|@BryantEslava @emmachambie @EllieThumann wish I could be there 💛 can’t wait to see the pics 🤩
HannahMeloche|Surround yourself with supportive people who show you the same amount of love you give them... those are the keepers
HannahMeloche|@EllieThumann I miss you squit
HannahMeloche|there’s a day and night difference between the photos of me on my Instagram vs the photos of me on my moms facebook
HannahMeloche|Being grateful will automatically make any moment 10x better
HannahMeloche|@particularkels AMAZING
HannahMeloche|"Kiki or Keke? Do you love me? 
Please get this out of my head. I’m staring to sing this in random outbursts"
HannahMeloche|you’d think she’s kidding but no... I got that all on video too https://t.co/99FmLRZWgC
HannahMeloche|My sister showed me a pic of her and asked “do we like that?” and I said “yeah you make me wanna die” she replied “thank you”
HannahMeloche|@SydneyRosario7 HOW DID YOU FIND THAT RIP
HannahMeloche|Once I force myself to get up mornings are the best part of the day
HannahMeloche|@emmachambie @yourfriendandre @EllieThumann @ella_meloche @Erin_Thumann it’s that time of a month for the girds lol… https://t.co/o0W0Cq8jn6
HannahMeloche|@yourfriendandre I think that’s what triggered me being nervous all night... I hated seeing the joker 😔😔
HannahMeloche|I get so sketch walking on streets at night even if i’m with a friend... part of me is telling myself to calm down… https://t.co/jXCQ9Yh2N9
HannahMeloche|Thank you for making the pic @EllieThumann https://t.co/bi4KQrIKhn
HannahMeloche|Mobbin through the airport be like: https://t.co/1FKduisxG4
HannahMeloche|I love my town mostly because 9/10 times I don’t have to use google maps... that thing stresses me tf out
HannahMeloche|"back to LA tomorrow woooo

i’ll be at beautycon saturday with friends 😇

say hey if you see me we can take some pictures🤪"
HannahMeloche|After the 4th of July summer goes by too fast
HannahMeloche|@sunflowerbells I found it in my brain!
HannahMeloche|Life is too wonderful to be afraid and live on the surface
HannahMeloche|Waiting for the day when I can afford to have my own old fashion car 😌 https://t.co/WiqcUyka7b
HannahMeloche|Families who don’t eat off of each others plates are no fun
HannahMeloche|"outfit of the day:
looking like a mess
feeling my best"
HannahMeloche|Make the life you’ve always dreamed of for yourself
HannahMeloche|Being homesick is awful
HannahMeloche|Care less about your Instagram captions and more about how you make people feel
HannahMeloche|@bluejuliadream I promise you I am genuinely a extremely happy person I’m just saying I love to be busy because tha… https://t.co/PQFi7ydbvq
HannahMeloche|"Choose happiness every single day
Do what you love 
Be with who you love 
Make the most out of everything"
HannahMeloche|I love being busy because it gives you no time to be sad
HannahMeloche|Attending a forth of July parade. Thinking of hopping on a float and dabbing?
HannahMeloche|@elleryemerson No this tweet was just for comedic purposes I am a good child
HannahMeloche|no wifi = country gorl activated 🤣
HannahMeloche|"*puts phone on airplane mode*
*tries to be spontaneous and live in the moment*
*turns airplane mode off*
*see’s mis… https://t.co/FvpvapNyuc"
HannahMeloche|@EllieThumann XD wilderness girls for a couple days (we will find a way to talk to you guys lol bye)
HannahMeloche|Everything happens for a reason and the more I think about it the more it freaks me out BECAUSE IT’S SO TRUE
HannahMeloche|@galoregirdies 11 life is freaking beautiful
HannahMeloche|"*goes to LA*
*chokes on the tea*
*flys back home*"
HannahMeloche|Bliss~ being stuck in the middle seat on the plane
HannahMeloche|I LOVE MY FRIENDS
HannahMeloche|3 moods https://t.co/L4EA09wSUq
HannahMeloche|@baileygrant_ We have the rest of today just moved the flight 😝
HannahMeloche|I’m pretty sure I got 4 hours of sleep this whole LA trip but it was the best trip of my life
HannahMeloche|The only moment existing is right now so make the most out it
HannahMeloche|Coffee talk with @EllieThumann &amp; @emmachambie tomorrow morning ☕️🤪 what should we talk about?
HannahMeloche|@yourfriendandre @EllieThumann @emmachambie literally the best shoot of my entire life
HannahMeloche|@emmachambie I’m confused. Who is who? I call the girl on the left.
HannahMeloche|it’s gonna be a wild day i’m running off of tylenol and caffeine but it’s go time. there’s no messing around today
HannahMeloche|Rt if Emma and I are twins now
HannahMeloche|@emmachambie of course bae they ain’t ready!!!
HannahMeloche|@emmachambie if you’re lucky.
HannahMeloche|Tomorrow is going to be so fun 🤪
HannahMeloche|@mutualsyouth yes oops. we don't talk about that.
HannahMeloche|is it too late for someone to teach me how to dance or is all hope lost at this point
HannahMeloche|I don’t ever want this summer to end
HannahMeloche|I had a dream about my merch coming out... I seriously cannot wait🤩
HannahMeloche|Be you and stay true to yourself because that’s the best thing you can do
HannahMeloche|@emmachambie I’ll be there soon sweetie
HannahMeloche|If your bestie is looking fine af and you don’t whip out your phone and snag a few pics? What meaning does your friendship really have?
HannahMeloche|@ameloche Thanks, Dad. You really encourage me to be my best self. I love the clarification that it should be 12:00… https://t.co/UyM8iOfrpK
HannahMeloche|Just a friendly reminder that God is good, and life is beautiful. Let’s do some good deeds today people
HannahMeloche|Putting “hashtag” in front of a word and then physically saying it out loud is so cringe it’s almost funny
HannahMeloche|I thought Summer was all rainbows and sunshine until my boobs started sweating
HannahMeloche|How much coffee is too much coffee because for me the more I have the better I become?
HannahMeloche|Shout out to the right side of the brain girlies. We might not be good at math but we sure are good with our words… https://t.co/Wr9oZZUGy2
HannahMeloche|@emmachambie @itslucawhitaker 5 hours of sleep I’m running on coffee and adrenaline baby it’s all about the grind
HannahMeloche|@EllieThumann You can borrow my clothes if you forget anything 🤪
HannahMeloche|Summer goal is to make each day memorable and make the day’s count because it’ll be over before you know it
HannahMeloche|Just bought a plane ticket to visit a friend for the weekend 🤩 Spontaneous trip comin’ at cha
HannahMeloche|@EllieThumann @emmachambie We’re in it to win it baby I got myself a nice black ellie thu crewneck 😍
HannahMeloche|Why is my sister the most beautiful human to ever exist https://t.co/6WYiNmAy7Q
HannahMeloche|Everyone is their best self in summer
HannahMeloche|"Woke up feeling extremely grateful for my friends, family, and those who support me no matter what 
I love you"
HannahMeloche|"Me: SUMMER WOOO!!!
Michigan: *cloudy, rainy, and 60 degrees for the first 3 days of summer*"
HannahMeloche|If you listen to “Catch Me” by Demi Lovato and tell me you didn’t enjoy every second of it then I’m sorry but you’r… https://t.co/e9p3ExrIAw
HannahMeloche|My boy 🖤 https://t.co/sCvQ5UBnUD
HannahMeloche|@EllieThumann Thought of it with my own brain Ellie Thumann I think you want to fight??? Tell me I’m wrong??
HannahMeloche|My backpack has now turned into my beach bag
HannahMeloche|summer officially starts tomorrow... so yes, I did just clear out my entire camera roll
HannahMeloche|@emmachambie Really went out of my way to add the emoji haha is it too much just lemme know
HannahMeloche|@emmachambie I upgraded you bae... what does this mean. For us? https://t.co/J1UhAowDFK
HannahMeloche|I truly don’t know why I tweeted this but HEY WE’LL FIND OUT WHAT IT MEANS https://t.co/5JKSIcZWVF
HannahMeloche|Summer is tomorrow you know what that means...
HannahMeloche|@EllieThumann So you’re saying you don’t understand me? Are you breaking up with me?
HannahMeloche|Life hack: get to know someone before you assume things or judge them (results are groundbreaking!!! proven to make… https://t.co/ApLLkdhQQy
HannahMeloche|@EllieThumann We will make this happen
HannahMeloche|The kind of dm’s my little brothers get https://t.co/YkWYIpivY8
HannahMeloche|Not a big fan of when people just text “ok” as a response... at least do “okay”. Thanks Mom.
HannahMeloche|I want to do a Q&amp;A with my siblings ask us some questions!
HannahMeloche|@EllieThumann Your birthday obviously
HannahMeloche|Do I vlog today? Gimme some interesting topics or questions to answer
HannahMeloche|Why is this elementary me at recess https://t.co/QTkIJTvzgG
